U3017,U3056,U3047,U3020,X2024-2,U3013,X2024-3,U3117,U3071,U3073,X2024-4,U3039,X2024-1
cg22367191,5.6161979705435,5.48774135155072,5.49213286841149,1.31994695287177,-3.16201688747756,5.69059205798707,-4.56106840842274,5.41516169578045,6.11230984015689,5.25235365844724,-3.58749843753484,0.512117318347397,-4.5255118579415
cg13395410,-0.237007404628221,-0.284567208458766,-6.08910834796277,-5.90584782412814,-5.94691493643309,-0.24708008243375,-5.88524691493217,-5.64952003159505,5.72760421962287,-5.77874410784814,-5.87728729749033,5.60466017972486,-5.69262044618713
cg12855781,-0.884291596590214,-5.34394318759173,0.061445861717464,-2.59167653220059,-6.22994285564075,-6.08771369307991,-6.153933294943,-5.49726394185744,5.47336500084449,-2.35428284879228,-5.84964172253541,5.94087256143273,-6.11884723070517
cg00960700,-4.046218341137,2.34433566186673,5.83867149393538,5.93480912719921,-5.18447370926269,6.10107090636026,-2.46721835831112,2.50958909508092,-5.15696003438307,0.868909541795317,-4.66086721655457,-4.32205692578017,-2.56518426018159
cg22674699,5.64421596605308,5.45192361655819,5.46432966557677,5.66384976615933,-5.18479290243576,5.79750144274536,-5.42458338775886,5.65774582383019,5.98315074812481,3.65592548149354,-5.40535930040989,0.350985172948845,-5.27419204377763
cg17737681,4.75278124983331,4.57342976649163,5.06848458072879,5.3554603173195,-3.62293283319765,4.90117730162513,-4.22781068208799,4.78161608148522,3.28233924474477,3.6808016710009,-3.46934926173591,4.84502631365973,-4.32190925411983
cg00234446,2.41088478338599,3.00708004241944,2.20931237900512,5.14924847736632,-4.94667949461163,-3.12733230711183,-4.92500226551164,-1.84869549504212,-0.148226435609922,5.11617448906634,-4.85236820880163,-5.25990034534545,-4.909501134291
cg13180678,6.40107944358529,5.50173230111142,1.51684358171571,6.31294258057006,-3.86932788776422,5.41499426057788,-3.97307913213108,2.24653977441002,5.12530031767578,6.20125600011557,-3.13222527132094,2.49075988278585,-3.26882085351866
cg11345323,4.10744758628279,4.5374253850571,3.97026576474146,4.59194357834139,-5.33752789270097,4.45371664851627,-5.4506421379432,2.29008664864134,4.91560639020744,2.14662080010253,-5.37617389087222,0.630539848363359,-5.09604819897799
cg10431993,4.72032631593244,4.323016795868,1.96299333829635,4.21490979960974,-4.16441461658232,4.7879514161312,-4.42668925083127,4.68715577144142,5.8756971850204,4.19135107441652,-4.28334210085029,3.94923720170172,-4.53133295940924
cg10792302,6.38368920507744,5.0161646003465,4.34083263030701,3.64488703336532,-2.63305690622058,5.77539747490414,-3.51017302479356,5.97691411718025,4.031131230617,-0.452152730987927,-3.19855990968938,-2.55303617557266,-2.99124843956234
cg00593213,2.80626744681161,4.23645535907207,3.45259406058287,-3.96435173846021,-3.95016731011882,4.94804218012984,-4.43588924137435,3.35932064584151,3.44295141551468,-4.28961974915997,-4.30234761792269,4.98235227186359,-3.93407410312832
cg21310911,0.379554096533602,1.34265675228537,-0.946593438160932,-1.58535724760936,-5.13889325434626,4.98178432808333,-6.04294815917467,0.357924805756836,4.41748049137705,5.47117318548394,-5.45794732952217,-1.87459957831061,-5.71511173015502
cg06829830,4.94983630753715,4.8429841371475,-0.419516597766027,5.14589132698044,-4.92704145418108,4.81535104554147,-5.28498939834883,1.69101114404982,5.22893680934826,4.87118401381859,-4.93479912988352,0.518710481561875,-4.97008974434481
cg15409013,0.510853245260525,2.88735951376813,-0.731781151916716,-0.00618583404747444,-5.87821811682181,-1.06420426967318,-5.72609099968546,-5.30639701392333,5.49712111661579,2.71495182418998,-5.90254831920099,-4.01863662919767,-5.97459412211315
cg21816336,0.32021180496572,-0.817446268563303,5.57381207564662,-5.59921589659983,-5.57162423397027,0.187944364612095,-5.66086096258168,-0.0330816050626572,1.88352054609848,5.3458540059451,-5.77505761022909,-4.94299543898719,-5.38215133418567
cg08154437,1.51177121082173,3.83845494659734,5.86048504818,5.47507661783096,-1.13384143781581,5.33987148996839,-4.98740233872148,5.17992714662008,5.30968783315515,2.03311553918667,-4.53157908829039,-1.99433991347915,-4.87891132348945
cg04330371,-5.04385218984597,4.59624844976079,-0.836514234490398,-5.35189888810627,-4.92625027723843,5.03539107129517,-5.04555681496245,-4.95833241853312,5.39675828736065,-5.03814451044224,-3.81178298903344,4.24696871387867,-4.9635016847338
cg18596362,4.02938856268408,3.06740552892711,-0.358662459469955,-5.05770110707056,-4.7730074946342,5.03267286398238,-4.87445182376168,-4.60082455778126,5.93931665418657,-4.78573251901186,-4.81436538956615,-3.94000201939129,-4.67456459644211
cg24157892,5.47762474329761,5.48363644733428,5.36308492294498,5.23088048783033,-4.76781750610329,2.86259952917054,-5.42190845762849,3.32386914556632,5.30838298902545,0.747971109096663,-5.21667070708137,5.31454221906509,-5.05913416653024
cg11760593,4.79008516664118,4.65946935007305,0.592162347611983,-4.92648339698585,-4.42555437835593,4.95892665882072,-4.60120622238472,0.934443492563926,5.76276642442571,-4.57735464687826,-4.43372745142116,-1.36213122058014,-4.81102548056152
cg20129213,0.591046057439023,5.07164743508739,-5.44444096437462,1.45405850613038,-4.96254641617926,5.10340696243112,-5.32030869474612,0.517418970236271,3.40900515588242,4.53891125470011,-5.23493899136979,-0.860149727679884,-5.33880327076383
cg13906377,5.60385222578738,4.32882721012795,4.99809083652574,5.02777076980489,-4.00925199883512,5.31394052497508,-4.18528697671665,4.56687577063248,5.24510045766332,4.23758467208862,-4.0425745978211,5.19229608994812,-4.20335259174708
cg17432620,4.84479416666121,4.45503004007808,1.24472013882288,-5.23159528158486,-5.431331039575,0.970402184510174,-5.28909985699419,2.75637021129534,2.13757621963959,-4.36818757842022,-5.0504798384202,-5.51442260363458,-5.3824146917343
cg00154357,-5.14145796460408,5.03908565845996,-1.61912841803154,-5.59167991759494,-4.85766677222652,5.05227748196524,-4.97766786366371,4.39373250231076,-0.21530785030263,0.229336960824142,-4.90870558305123,-5.15874824776625,-4.98515827418682
cg10091994,5.2449365667577,5.24559515268867,4.79781302285163,-5.23459056557306,-4.92915036651537,-5.19064485468179,-5.31189221881164,0.0929612919476669,-5.38146544726877,-4.46407115694127,-4.89971935167142,0.288624756186398,-5.07469415485224
cg03817667,6.04734685940057,1.18005281706421,-5.74348080999051,-5.95203433254612,-5.58200234489693,5.83057817182714,-6.00047240870269,-0.33487827877163,-5.4410298805762,-5.23637171192911,-5.8581642966584,-0.866512570714572,-5.91869118280161
cg19362328,2.34514511157895,0.778370282904585,4.65665154666351,4.91544706085981,-5.62347681512699,5.13399997836965,-5.57695704342565,2.89907119885197,4.52360886204275,-0.527630525582117,-5.60991153325688,-1.02247227259497,-5.57703635939424
cg26654994,4.31302300028705,5.91942710872847,3.44486299428706,-5.31721993400086,-5.47407121734623,4.02005774155614,-5.99868917969035,-4.82615913737055,3.44821948968847,3.02198504227498,-5.61510720751137,5.27109800482337,-5.83267663332104
cg01521987,3.58895690147204,4.09325749696671,0.315713642362359,-3.1141712925596,-4.32606355105514,3.81871472608753,-4.60121723143702,3.49598402959235,4.81686458798144,1.9507156927894,-4.5805783135925,-3.70137455191743,-4.65954304920432
cg14123923,1.96986467259737,4.05834783621997,5.085267086944,5.04047020123989,-5.4240249463252,3.2710155742129,-5.48262204574031,0.912802075944007,5.20590743587153,4.47035447613476,-5.36210856829909,-5.1375949354486,-5.21564489820018
cg03169018,4.30770466499744,4.04819219624541,1.77227422338112,-1.03479518536784,-4.83742736272638,4.34039936056901,-4.76696035725164,3.30547413653412,4.83989313268055,1.39814589582712,-5.13462913441087,2.4551904945113,-4.97263842916109
cg12348202,5.72603877691044,5.54563791308186,5.90497646274172,3.94242155731462,-3.45487733207854,0.267767944442008,-4.00003466490998,2.22121508334154,6.1191720125704,4.98430930190082,-3.63070916222147,0.433762136283655,-3.90753574695106
cg12473406,5.98041767753324,5.43811356907374,3.33978611837987,-0.907835863787411,-4.12126898581412,5.18021416160861,-4.43466400377863,-0.0699347479519417,4.42919814790209,1.09112669263018,-4.34404514974113,0.704159886442566,-4.01994885678507
cg12950911,5.83135765566122,0.203473182157312,-6.26459758012577,-5.94692775512617,-6.26640949022446,3.24803471788044,-5.50962440458718,-5.84157319382633,3.25088299859542,-5.93557128362063,-6.23154738885191,-5.32231406535474,-5.59295794870139
cg05253021,1.27051384403565,3.99510037963993,3.86175604198518,0.627612991313298,-5.04933652691538,5.22235244557143,-5.29020584079328,1.72512238220823,-0.464287020108199,5.0491960288596,-5.31762350964317,-3.00148729810841,-5.26666175499173
cg18542829,0.455347446231145,5.49835560320118,5.21236196619151,-2.36228387489404,-5.24700359593936,4.35721474002827,-5.2867450318911,4.04676479241257,2.67568126358336,3.40968878553197,-5.1976228606436,-0.887643783633515,-4.718201877637
cg14491820,5.52368750602682,4.15420823545303,5.30251720687134,1.57290494630345,-3.62398261603791,-0.0102868909513692,-4.3955776543318,4.78892795098877,4.78205332426776,4.84567927351426,-3.4759970838623,-1.20778121223109,-4.11319534634419
cg09143673,4.98357293973565,4.48132721270644,5.45916987689934,5.2064145265101,-3.4622593275406,2.9215825253522,-3.74070000025331,4.96863091910441,4.48856611145021,2.83236943563899,-3.70845998014588,-1.06796953449685,-4.24587495690517
cg05115332,3.87021653224712,4.20649033153154,1.09952585256302,5.52435458081959,-4.70104969416957,5.30069485354417,-5.20515742940248,5.11966067107669,5.68211770281829,1.71699191518804,-4.17605586955579,-0.284464046721118,-4.79329240981005
cg02774186,5.25485238879897,4.82620621289097,1.54143392976689,1.97778614740338,-4.96923310656215,4.81884060854722,-5.10437708470708,1.91426714838187,5.73679362040723,4.95760935174408,-4.6283234429683,4.84860933638151,-4.78386472693041
cg09823095,2.26254564756378,5.64051152660689,-0.187257877629525,6.10329590022415,-5.38775072175467,0.118544239650706,-6.13641930421864,6.15184577629869,2.44743054280607,0.477260224034389,-5.67168630939115,-0.641362081215373,-4.87686000765284
cg19656282,5.19715047760317,2.61353322933661,5.4525859285289,1.20392117549585,-4.33696458590307,5.14309112938123,-4.39482985691426,5.25589923212477,3.84925905096934,1.61357292226547,-4.5354663560213,0.862691642008396,-4.72033374338273
cg27382568,2.38820041034187,2.13608352755111,3.80650169749777,-3.30932228697221,-4.64259707267995,5.39087146175267,-5.03304013614589,-3.49522450855582,4.5083567250888,-4.71960447963119,-4.90909568045853,-4.51498541819189,-4.62195818775031
cg08839858,5.89285461149653,1.12655763690384,5.79102277572638,-6.35813158837874,-5.99874220135467,-5.60809424067068,-6.23511714224848,-5.51154431409179,6.36726273959601,5.67985097387758,-5.88084344211227,5.59980367306594,-6.21920446839643
cg09556826,5.63764699386318,5.59254527926516,5.22011469218737,5.35387837143985,-3.63832443096161,4.17499129687971,-3.19952128109856,0.842353238585889,5.96336247941486,5.22875926220002,-3.06895896001943,4.1010727988565,-3.99413553573379
cg15054725,3.53491212479386,4.51353766675484,4.92410038344923,2.0573028042425,-4.43755116510523,4.05659327955265,-4.28244460433019,-0.185389574632725,5.32358157850994,4.31446810733531,-4.35806363167302,0.112660118564068,-4.2741287392909
cg22131234,5.36499711180669,0.773564297917626,-5.79982264199521,-5.96519191269101,-5.68630665875686,5.75170346298879,-6.22135078606842,-1.14203065199274,-4.97964259902257,-5.36990495783977,-6.1013935252633,-1.34263020261449,-6.07646912173299
cg26953727,4.92747334404809,5.01729853633451,-5.40576909151212,0.151102816837978,-5.54201547749227,4.60532763691733,-5.53379611777629,-0.10209487442714,1.3228207305297,-0.0750661576212431,-5.56524809858816,0.000343917768079974,-5.70574978508537
cg24615528,4.24375477071148,5.13805301990169,-0.223790442298497,-4.83729963028172,-4.76828027533089,-4.48230127237497,-4.83687187790964,4.40660408388391,5.66876869889909,-3.76227590689439,-4.85651757127174,-4.50227857365757,-4.81790693104
cg00256076,4.97017640895265,4.8297160621996,-0.116579630634528,3.84919726035452,-5.04710471271394,1.26006877844597,-5.02517557884568,2.06961604082447,3.51373712294449,5.06985201137019,-5.0810473911719,4.49781147157472,-4.78420893656365
cg13690864,5.49228730788302,5.98175051200106,-1.91990536710292,-6.03489543109894,-6.20473783694981,-6.54875586673142,-6.45764775462356,-6.04102929570814,-4.46735226048013,-6.59636575814628,-6.32898970286791,-6.11671254773186,-6.30346754009639
cg11378840,4.90197434027494,4.63676238959473,5.03352086393176,0.734617883670432,-5.5959344497678,5.14349551516379,-5.73866970920249,4.78866022288117,4.97581746682948,4.73719651105328,-5.89385870789063,-4.7774308235123,-5.54325451610291
cg26466587,5.0591293883168,4.35063541168235,5.43954067004376,-4.84216629565905,-3.39003589977901,4.89229529331843,-3.85746806136782,4.59862886120699,5.49628874547483,1.3472740251496,-2.69410234729289,0.739560718602939,-3.66199942636063
cg19156875,4.68202595286854,4.20277263825105,4.64167708192926,4.08256874408076,-4.55270299361397,-5.1322264801034,-3.94487873017626,3.61922861458999,-2.51206505426186,3.41655527460862,-4.57214599816648,4.76047076287961,-4.04079387050406
cg18646207,2.52622363241892,5.2850683797601,5.65333344865037,5.50271138617168,-5.44613869617242,5.7273334391286,-5.76614381811333,5.64014464800141,5.82230388375106,3.37178683329943,-5.57894803833299,-5.26707369750056,-5.70140042054094
cg05201970,5.07060717286854,5.50823821718265,5.38430326767273,2.4799508225761,-5.94059854473375,5.26700248244301,-5.88468632037686,5.0319495763858,5.67646223682168,3.44925903126496,-5.46435613571752,0.90345258302602,-5.60402937063689
cg15064393,-0.259380071729628,4.89203828508715,0.506147522818462,1.87404803378227,-5.02070462054844,5.29560817323061,-5.14251073805854,-1.53076145808789,5.66792028718509,3.24714770588052,-5.17923759197827,4.34621465725533,-5.17511599591058
cg17861230,4.70397634903987,4.65806082464281,5.6162828566108,4.94256568289483,-3.89977780400285,-1.88490405978849,-4.91314825216218,4.57542542897471,4.04652034017446,-0.437952365559128,-4.09539953598321,2.33826730944568,-4.89193846752268
cg05500840,4.82794807393069,4.70129724477763,5.32575430440487,5.13713799366968,-4.65795967403316,5.02543728188396,-4.92709897856588,4.64528569648854,5.74408585990338,4.73034322160939,-4.95297118631184,5.014635081679,-4.99029426184675
cg07060006,4.80214569995112,4.73877620556157,5.13291473680246,0.450998898177041,-4.69111534070178,0.0365854158308533,-4.80246753536899,0.581348044451987,5.4245472808893,-1.74938941928316,-4.69418544525071,0.187695174938901,-4.90997753640275
cg11901469,0.526854684871523,5.1959334286327,-3.16926392696037,-1.3383730452438,-5.42216286185251,5.52039670429666,-5.23348616416028,4.90694181874759,-5.88190865953265,-4.99793001834059,-5.17265001920926,-2.28785834641099,-5.33663878847991
cg20744625,3.76412555221879,5.77949880778803,1.59675135532951,-5.47547068871832,-5.24083477927443,5.78969067927207,-5.31691036656731,-4.54424151555858,-5.46671988089963,3.24161480167228,-5.38853574991576,-5.46115284731535,-5.32818579787623
cg15638709,-1.5068629850558,4.58790344669105,4.65710230566188,1.87343349477133,-3.254279784389,5.97198959297899,-5.33992623762097,-0.244883751972249,4.34450819045579,-3.3511564217321,-4.00024614865413,4.73676836174994,-3.61096076695961
cg12256771,5.60526826199894,5.66805129736215,5.71913899224281,0.624009836195247,-4.58043096767322,0.410151079998356,-5.02364070571324,0.0491579313733376,4.2982416995045,0.328347975403175,-4.99720446425875,-0.562590175917883,-4.67838239956558
cg07625529,5.38634396222309,4.43191160333424,5.06452152761302,5.03483571281,-4.57878368069539,5.18138128336829,-4.98938192895099,4.46626198638264,5.70930418806906,4.2324573830741,-4.80279274089514,3.22447459089675,-4.30530034556899
cg11449840,4.64233973279262,5.36402010844996,3.78375637827958,-1.18705118325467,-4.96903585279587,3.59433313587143,-5.00436123823758,-0.686200902748356,2.93156803171808,-3.81349881073693,-4.72611090734686,-1.47104683109373,-5.07999646205665
cg14551002,3.37165356873266,4.37632390898928,-4.53378348127016,-5.04790407101698,-4.58987611078246,-5.16659866945909,-4.64939019933689,-1.53875779399724,5.20707584412802,-4.74440052202904,-4.95271112905058,-4.81748976876059,-4.58270465574277
cg14913969,3.98100184435088,4.64388483569824,0.75385878792546,-3.25666074299098,-5.2697903335167,1.43224728660906,-5.28245704811642,-3.58287273444294,5.62451733699414,-0.244634322852167,-5.26706181153942,0.601001087359852,-5.51344108556264
cg16616521,6.24908929107097,5.82918458346352,4.20054860518631,5.49589041659557,-4.53430257609299,3.41775052267907,-3.60224289183219,2.21089810826143,3.96104039890328,5.90004464622668,-4.0170361554827,6.0064463912116,-3.44465271334916
cg19003797,5.33823435470535,0.848818416530817,-1.12821538821504,-3.9592981316044,-5.80795151889685,0.708214126219942,-6.13649219840651,5.14410210238559,1.4568686397595,-5.77901555299643,-5.42696127192575,4.37749170405531,-5.75637895875551
cg17472585,3.71947376491614,4.27585436377542,5.14519833888681,3.9475034227021,-4.63132578653282,4.78090006918134,-4.77829303017781,3.85126725005102,4.46448145933446,4.18980357013395,-4.66197400178158,4.45717246566112,-4.62111489632174
cg01718116,5.61954703671163,5.69984244336033,-1.11870471388331,2.07063816948382,-5.62060124526466,6.05148710212182,-6.15500108542258,5.2722658596255,4.76601109330723,-5.41233487923389,-5.94746914278131,1.55537747830569,-5.83334173849597
cg20647610,5.74979751138347,5.40919319559837,5.03359029354308,0.068446326423504,-5.75931402578806,4.81541952667006,-5.68703115179919,5.07608304949523,1.00035856804445,-0.726274598999922,-6.1580646811658,1.25061650233151,-5.00693382648762
cg16174370,2.72437152266052,3.91660671696976,6.14489737467488,0.461435979982174,-5.26211826700558,6.23399874414343,-5.73653256909622,4.39759353481534,2.31483832536273,0.688228377397175,-5.38384024226462,0.235844034274177,-5.40220761508577
cg11299333,0.594101561233333,5.8954476687441,0.549681169424169,-6.33319055678758,-5.70353955663979,2.05129316215967,-6.10165161722193,-0.32500782487314,0.459952219185166,-6.28258507387668,-5.41514246111627,0.250701617724272,-5.39299236789404
cg22325330,3.72192565866244,4.96038533797702,2.4035213308421,-1.15755070022848,-5.04665921502407,0.520611400679617,-5.15622458817066,1.24733237677775,5.68505975912586,-3.93274926141544,-5.07028701889072,0.163181153688389,-5.19415594705039
cg08373003,5.80449958014324,5.54258049734163,5.83512659335272,5.64166863791204,-3.21070524608416,5.92509393404127,-4.6831062843667,5.63085994413093,6.1628114082204,5.3816540118358,-3.68444011431867,1.65589192568375,-4.91147883969422
cg18945842,4.75494683636821,0.536090112777344,5.61599999849122,-1.3094059850286,-5.1775645146268,-4.96376396825763,-5.17763555508091,-2.44156841293468,-4.95109820748921,-5.25000621664673,-5.36686246934507,-5.62035818473182,-5.39776156695321
cg06040206,6.32663545914435,4.08015666823466,3.57791372122865,-5.80872368410255,-5.45877962415216,-4.23393372581216,-5.87885736546975,-0.810846008115038,-3.02895074758234,-1.45282237613085,-5.73128831647468,-5.94058538310966,-4.33029149844817
cg02728595,0.344982140295322,4.914104422083,0.395234642020167,-0.540843050803646,-4.48869547829915,2.85840154411409,-4.72211106600357,4.7222713734763,5.64963381067318,4.49443197453701,-4.21946107304639,5.09784911856929,-4.50791090952164
cg14344102,-0.828576950531729,5.21788191519269,-3.45801677059388,-0.212027925737787,-5.43364344143172,4.82250600907952,-5.60979780224881,1.94656596411301,0.156704317376956,-6.00440163624646,-5.28682646722828,-5.67621226816886,-5.62308429347552
cg18115040,5.30213186073761,5.19968774838852,5.62734369858327,5.52100838590682,-4.51473475562376,5.62435090159836,-5.07336957761114,5.27179475962682,6.06213368878289,5.29709757872324,-4.65779998822759,2.81452524571062,-5.11062543559231
cg11382963,4.44510069774564,4.84557538606517,4.67202370114736,5.04849610827378,-2.5311836678756,0.163952409719762,-4.34968616836998,4.43403172157945,4.60881849010703,0.388419576219522,-4.81905129668315,0.292240586480805,-4.47665951326497
cg25537993,5.70723426833289,0.345774000393351,0.33803736566993,-5.59340956440367,-5.22056911156128,-4.82271824401401,-6.36093117559597,5.81611882419636,3.90848270252738,-5.52751734763072,-5.54242748657125,-0.602955134261515,-5.04489713872903
cg01504555,6.4920839952716,5.73442929304994,4.14904849969547,0.942386973122419,-5.40527161265909,4.61116927160345,-5.79761338886678,1.33616276264188,0.108246856568819,0.674755302771253,-5.53270452535855,-5.28479049219751,-4.57669106224621
cg26886462,5.02077909936621,4.92876704595364,-5.57888876322666,1.55727486709617,-3.64187648327554,5.34635665923339,-4.89802235478063,5.19643262671992,5.15582279494044,0.25812452461929,-4.02949337939179,3.5107702878032,-4.73553725519392
cg07179816,1.36806682540453,4.62630799226347,-1.51589540910716,-4.88802820732313,-4.71713537950096,0.729062436117776,-4.77965979623105,4.20409842243026,2.06365753119702,-0.714238583323065,-4.79390804770911,5.06607578502492,-5.36917983852433
cg16104915,4.5775795709944,4.12859607472122,4.61026807163292,4.47340950532236,-4.47456125244547,4.56416762455209,-4.28418456600098,4.06734127541585,5.34609680784179,0.330658332794981,-3.98715939457751,4.6594588926675,-4.18734952153911
cg26331160,1.85992270800098,3.6621078283754,4.08088844890815,3.49295493556668,-5.31835096050445,2.83513067598842,-5.63727735019745,-0.634526893621431,4.52301145057371,0.619867294927211,-5.44015871395398,-3.4895496090679,-5.28996729704089
cg20540209,5.71313027313181,5.99158248354926,5.08399097110361,3.3013083498701,-4.4981137903667,1.71980788137227,-3.43921181928907,5.78158906003677,4.3807490528818,6.10179254672658,-4.46123397161335,1.3296188690096,-3.57919320302834
cg14558114,3.21621685164274,3.96895327076831,5.03856926105128,-3.07693178740423,-4.56653300734383,0.299851204347844,-4.66858182484916,1.0780366687929,5.16965722635442,-3.85963654917337,-4.53183037663322,-3.42132136510458,-4.59534474318878
cg16611005,5.01736364475867,5.00879247922197,5.49697944464957,-3.53896335372213,-4.73823396376106,-0.17964027157481,-4.99057582378968,0.19770194839307,5.54001932749955,-1.49147560099295,-4.76205767315877,-1.91972503853741,-4.93168104445673
cg18490614,4.83315126063349,6.19399533986457,5.58062892566745,4.75944226826477,-2.61662125761672,5.31974656334056,-3.47586630816665,5.36445068475379,6.49839740608895,5.43679008885561,-2.72697703983104,5.99575486820306,-3.24757539758923
cg18247055,5.6522256990897,5.45533081185338,5.94086544050597,4.90571239585847,-3.91153543677857,5.94465454351549,-4.59757451997771,5.4713945768736,6.39287581115483,5.05568294499878,-3.10740817513293,5.68899179693993,-4.90859581015554
cg02982294,4.5808348987256,4.19345469934016,4.94035751426227,4.73136726115627,-4.52451027934242,4.51594240310528,-4.56900483138083,4.28401652383345,1.09249378112873,3.70998908534817,-4.82513659391061,4.11250186403592,-4.81680465961156
cg08893692,5.3462536728648,4.62250266692567,5.77884993424613,5.4219244322787,-2.17557272027756,0.145596759552066,-4.96672494230339,5.06317582149114,5.10476623322854,5.3092111351273,-3.29226344927697,-0.267014160331468,-3.62259566148949
cg15841063,4.92365252727594,5.1921994541838,5.49528176603067,0.132629385354182,-4.91239397167193,5.60093931769735,-5.07160182300346,4.53020340075395,6.12266971169765,5.27929553542068,-4.72160746497729,-5.39784201065344,-4.97452254498782
cg04723401,-6.36666004568388,-5.66963217058619,4.55930197616249,5.72030408982169,-5.32038726012464,-3.81593240028998,-5.25207804768686,-2.55074567638286,-1.54070752329895,0.76300176259756,-4.81704678040526,-5.72626691808104,-4.58801281318753
cg24416513,6.26207261738309,5.97304026262394,3.47500204192997,6.00669558862483,-4.44884003605328,6.2519803075337,-5.62511968472228,5.9085587721568,4.67475776677027,6.59155503229743,-5.63746016770627,5.19703782695912,-4.66400062042355
cg00081270,-0.261811080419244,5.09632520905627,5.26003358490714,-0.55192636199653,-4.52088887848863,5.198425470002,-5.15765158907361,5.16450906521326,0.966198084766356,1.45918272286315,-4.74995575992051,5.37289311802953,-4.85710506672881
cg11398452,5.55678529854457,6.34995125221387,6.36539767241592,6.62829832896397,-3.70211736348743,6.68032118075402,-4.47213493525751,6.65753893463324,6.78944708276226,6.41322086561434,-4.28698686246694,2.58406775962887,-5.2782988251764
cg23511613,5.39068860569909,4.88251815947082,3.504572597842,-6.1597584248166,-5.80669767590629,0.381298856568689,-6.35926083455804,2.63018684809062,3.92918906277824,0.368168099607684,-6.49733084592472,-6.0005316086455,-6.31557381736257
cg19578835,4.56786385306782,5.42426996571976,3.8673014078526,4.81290617533929,-4.65916413352678,4.83088669795289,-5.13634207967295,5.05797925885524,6.06419732341838,5.34061194566687,-4.66030154707815,4.72979032881893,-4.81394994735068
cg03184290,5.38248840846005,4.97422879406097,3.51616811133479,4.88647516583753,-4.59625559167161,4.21357604673186,-4.6306720530555,0.779244567559196,4.7243033511217,0.122701849376582,-4.52839718069306,-2.42923256736256,-4.54374772761816
cg12610207,-5.8128300314936,0.754344206372257,5.66214821798085,-6.05930384649024,-5.78506185046822,-4.36034156340363,-5.94298308009551,5.61999113543382,-2.39525703416236,-0.120042582147205,-5.79835783152595,-2.6723215108596,-6.01518278805078
cg27125849,6.64973887302995,6.45994160086776,6.6003526961432,6.3617197835579,-3.43096738412406,2.7862616492923,-5.93732503940229,3.42387120397284,6.74408048945449,1.7985718906488,-5.39223822207454,6.53924213716403,-5.72745286429478
cg13686615,5.66411596457768,6.00948683391303,0.862277817622963,-5.5728618949817,-4.66279151029723,5.76856212052436,-5.82777181309841,0.343983857928591,0.751073525455979,1.56254997979801,-5.62176798589464,1.11148383595624,-5.37131314771713
cg17760405,5.21335556725993,5.5059230495028,4.43084218735666,5.38852265673438,-3.79762786722641,4.60733101012651,-4.36596885864317,3.70644548623347,4.22499004583587,5.11594076501694,-3.44553475367918,0.889262479580828,-4.1787101653048
cg02854695,-2.64427677097315,5.98887791529145,-5.82785656554178,-6.18093442753352,-6.50989031112893,-5.79315452437041,-6.40564786160872,-6.10332818544631,1.36496457914711,-6.1822569031843,-6.40851720653801,-0.0921291161503273,-6.27970770307672
cg18791121,5.18242433969633,4.45827664323641,4.982546185829,1.19023706020327,-4.81305663940392,0.121199356526079,-4.58898475921671,2.06869333284221,0.946404935770816,3.52319416083891,-4.76798213580236,4.37645849763802,-4.58152703281958
cg06480736,4.64823884679584,5.18723078679261,5.13526581897158,-0.370768914004492,-4.25477793470011,5.1422156126124,-4.36151531776036,0.438197187256085,5.00425627970355,4.46624344571504,-3.22195023732608,4.84912091960721,-4.22796813160677
cg20286236,5.08078105066384,5.07693157914275,0.0491342707599423,4.79047970502504,-4.52560223078923,2.7847877597272,-4.68585752169333,2.97139059548342,5.72035345795312,4.70980969486525,-3.43995396500341,0.653167870648561,-5.05020573355864
cg14029489,6.66374562079191,5.4810372393489,5.47163180453512,6.52292664738528,-2.87546347908213,4.83433206508745,-3.74643125862384,6.40687240726629,4.90270807757706,5.68104877722836,-2.63652643419268,0.304207854746588,-3.61849364332864
cg02511156,1.87810425947234,4.15931112930508,0.0937655646037399,-2.16514438796858,-4.94671876289312,4.65305893647023,-5.09045849598195,-3.17767415885482,5.19158003423097,-5.17095950599745,-5.36744853408242,0.0836083722561104,-5.11845007555532
cg20088005,3.7699701770858,2.94326756459466,3.75825778522491,0.9765301349758,-4.86112537553648,4.61518040011522,-4.95467503332825,2.09572792081659,2.99060649689993,4.04171832102416,-4.98516858943361,-3.58020983921001,-5.05883876047459
cg25662463,2.78598524882143,2.34546425014254,4.5722542113107,5.24094009842562,-5.27078726679409,4.76943925843905,-5.16738398445328,5.05040918609712,3.85623122155935,2.77854317282319,-5.52397548887805,-5.6805681909792,-4.21160563658462
cg04222358,4.497639554364,4.82228357727992,0.201670421434499,0.811330920179542,-5.52898794349469,4.44314022682026,-5.55473496785927,-1.08727023966808,5.95940469844058,-5.61989178529786,-5.62815712626484,0.578100930721811,-5.72837711337775
cg18493027,5.00068555216338,4.98342942491236,-5.29744449436271,-5.12264610658838,-5.00497497781155,4.31752554650121,-5.02695598354836,-0.246135067307167,2.71065520328702,-4.68788390835417,-4.82472396561248,-0.508323098517851,-5.22165353079465
cg22717014,5.1706771701866,2.39378480907658,4.46652864890439,-0.512445876812922,-4.75406726881851,5.3648994790345,-5.18634453905563,0.75622890701923,6.03258411456163,1.03343401464698,-4.94980681294329,1.47782983969176,-5.39710157514228
